speech_id,keybert_keywords
CREC-2023-07-19-pt1-PgH3707-4-739,"['mr bergman commercial', 'yield minute gentleman', 'minute gentleman michigan', '000 flight hours', 'airline pilots congress']"
CREC-2023-07-19-pt1-PgH3707-4-740,"['time argue simulators', 'pilot workforce', 'hour requirements assumption', 'flight hours pretty', 'congress reducing safety']"
CREC-2023-07-19-pt1-PgH3707-4-741,"['new york', 'friend colleague', 'higgins', 'gentleman new', 'yield minute']"
CREC-2023-07-19-pt1-PgH3707-4-742,"['fatalities decreased nearly', 'thorough investigation crash', 'crash february 2009', 'plane pitched', 'plane said continental']"
CREC-2023-07-19-pt1-PgH3707-4-743,"['yield', 'new york', 'minute', 'gentlewoman new', 'ms tenney']"
CREC-2023-07-19-pt1-PgH3707-4-744,"['pilots competence high', 'airline accident fatalities', 'dilution flight hour', 'langworthy amendment stand', 'yes langworthy amendment']"
CREC-2023-07-19-pt1-PgH3707-4-745,"['standard safety', 'urge colleagues support', 'training americans come', 'amendment', 'airline pilots apply']"
CREC-2023-07-19-pt1-PgH3707-4-748,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-751,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3707-4-756,"['flight schools reasons', 'reasons apprentices receive', 'program flight schools', 'eligible new apprenticeship', 'voluntary pilot apprenticeship']"
CREC-2023-07-19-pt1-PgH3707-4-757,"['rise', 'opposition', 'rise opposition', 'amendment', 'opposition amendment']"
CREC-2023-07-19-pt1-PgH3707-4-759,"['amendment duplicative provisions', 'intent representative donalds', 'funds aviation apprenticeship', 'apprenticeship programs creates', 'amendments working bipartisan']"
CREC-2023-07-19-pt1-PgH3707-4-760,"['mr', 'yield', 'texas', 'minutes', 'nehls']"
CREC-2023-07-19-pt1-PgH3707-4-761,"['ways support pilots', 'apprenticeship program 141', 'establish voluntary apprenticeship', 'pilots needed year', 'pre pilot pathway']"
CREC-2023-07-19-pt1-PgH3707-4-762,"['time', 'prepared', 'balance time', 'close', 'close reserve balance']"
CREC-2023-07-19-pt1-PgH3707-4-763,"['amendment yield balance', 'prepared close', 'close mr speaker', 'bipartisan support ask', 'great amendment']"
CREC-2023-07-19-pt1-PgH3707-4-764,"['colleagues', 'balance time', 'oppose amendment']"
CREC-2023-07-19-pt1-PgH3707-4-768,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3707-4-772,"['airports provide staff', 'raised rural iowa', 'airports sioux city', 'mandates suffocate rural', 'airports district flexibility']"
CREC-2023-07-19-pt1-PgH3707-4-773,"['rise', 'opposition', 'rise opposition', 'amendment', 'opposition amendment']"
CREC-2023-07-19-pt1-PgH3707-4-775,"['amendment poses safety', 'emergencies airports national', 'nonhub airport safety', 'medical technician emt', 'having emt available']"
CREC-2023-07-19-pt1-PgH3707-4-776,"['burden project airports', 'airports special person', 'great amendment think', 'great amendment', 'small rural airports']"
CREC-2023-07-19-pt1-PgH3707-4-777,"['rural airports', 'safety standard', 'airports isolated islands', 'believe needs emts', 'emts available event']"
CREC-2023-07-19-pt1-PgH3707-4-780,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-783,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3707-4-787,"['amendment 3935 securing', 'airplanes fatally turned', 'terror committed american', 'victor saracini pilot', 'congress fought nonstop']"
CREC-2023-07-19-pt1-PgH3707-4-788,"['opposition', 'time', 'claim time', 'amendment opposed amendment']"
CREC-2023-07-19-pt1-PgH3707-4-791,"['aircraft amendment adds', 'decks safe secure', 'barriers critical tool', 'rule requiring secondary', 'text secondary barriers']"
CREC-2023-07-19-pt1-PgH3707-4-792,"['time', 'yield', 'yield balance', 'balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3707-4-793,"['time', 'yield', 'yield balance', 'balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3707-4-796,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-799,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3707-4-804,"['limiting flights', 'national parks available', 'air tours benefit', 'parks completely banning', 'parks additionally amendment']"
CREC-2023-07-19-pt1-PgH3707-4-805,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3707-4-807,"['incessant helicopter overflights', 'national parks privileged', 'recreational visits national', 'increase number helicopters', 'national parks 2022']"
CREC-2023-07-19-pt1-PgH3707-4-808,"['mr', 'texas', 'nehls', 'yield time', 'consume gentleman']"
CREC-2023-07-19-pt1-PgH3707-4-809,"['allowed national parks', 'grand canyon mount', 'helicopters opportunity', 'disabled elderly going', 'trying air tours']"
CREC-2023-07-19-pt1-PgH3707-4-810,"['great americans opposed', 'great american think', 'hawaii mr', 'debates floor', 'representative case']"
CREC-2023-07-19-pt1-PgH3707-4-811,"['commercial air tour', 'risk degrading parks', 'air tour operations', 'problems overuse parks', 'overflying national park']"
CREC-2023-07-19-pt1-PgH3707-4-812,"['vote amendment smart', 'air turbines don', 'tour operators arizona', 'disrupting environment', 'barely hear planes']"
CREC-2023-07-19-pt1-PgH3707-4-813,"['tours disrupt', 'experiences helicopters helicopter', 'people national parks', 'body vote amendment', 'amendment']"
CREC-2023-07-19-pt1-PgH3707-4-816,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-819,"['35', 'rise', 'designee', 'amendment', 'designee amendment']"
CREC-2023-07-19-pt1-PgH3707-4-826,"['broaden acceptable', 'faa decision', 'inspector general investigate', 'amendment requires', 'ekg range']"
CREC-2023-07-19-pt1-PgH3707-4-827,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3707-4-829,"['cardiovascular experts documented', 'ekg result 200', 'increase electrocardiogram', 'decision increase electrocardiogram', 'allowable range ekg']"
CREC-2023-07-19-pt1-PgH3707-4-830,"['balance time', '35', 'urge support', 'amendment']"
CREC-2023-07-19-pt1-PgH3707-4-831,"['pilot medical conditions', 'say faa', 'oppose amendment yield', 'received covid', 'vaccine claim scientific']"
CREC-2023-07-19-pt1-PgH3707-4-834,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-837,"['36', 'rise', 'designee', 'amendment', 'designee amendment']"
CREC-2023-07-19-pt1-PgH3707-4-842,"['requires airlines', 'fired forced resign', 'vaccine', 'amendment', 'airlines reinstate pilots']"
CREC-2023-07-19-pt1-PgH3707-4-843,"['gentleman recognized', 'minutes', 'claim time', 'opposition amendment', 'acting chair']"
CREC-2023-07-19-pt1-PgH3707-4-844,"['faa administrator require', 'amendment direct', 'vaccine mandates years', 'air carriers hiring', 'covid 19 vaccine']"
CREC-2023-07-19-pt1-PgH3707-4-845,"['adoption', 'balance time', 'urge', 'amendment']"
CREC-2023-07-19-pt1-PgH3707-4-846,"['colleagues vote amendment', 'hire', 'carriers', 'amendment implementable little', 'faa does really']"
CREC-2023-07-19-pt1-PgH3707-4-849,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-852,"['order', 'rule', 'order rule', 'amendment', 'amendment order']"
CREC-2023-07-19-pt1-PgH3707-4-856,"['infrastructure pilot program', 'support amendment add', 'amendment better secure', 'recipients qualified airports', 'prioritize awarding grants']"
CREC-2023-07-19-pt1-PgH3707-4-857,"['rise', 'opposition', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3707-4-859,"['prioritizing grants awarded', 'fostering innovation amendment', 'aam infrastructure pilot', 'grants dod', 'vertiport infrastructure grant']"
CREC-2023-07-19-pt1-PgH3707-4-860,"['gentleman', 'mr speaker trying', 'yield question opposition', 'care answer question', 'question opposition']"
CREC-2023-07-19-pt1-PgH3707-4-861,"['going use', 'time', 'time time']"
CREC-2023-07-19-pt1-PgH3707-4-862,"['excluded gentleman pilot', 'amendment bias secretary', 'department defense national', 'guard presence fact', 'utilize fields dod']"
CREC-2023-07-19-pt1-PgH3707-4-863,"['time', 'reserve balance', 'understand', 'close argument']"
CREC-2023-07-19-pt1-PgH3707-4-864,"['time', 'inquire', 'remaining', 'inquire time', 'time remaining']"
CREC-2023-07-19-pt1-PgH3707-4-866,"['gonzalez', 'colon', 'yield minute', 'puerto rico', 'gentlewoman']"
CREC-2023-07-19-pt1-PgH3707-4-867,"['increased air cargo', 'mr huizenga amendment', 'ways puerto rico', 'airport infrastructure improvements', 'support puerto']"
CREC-2023-07-19-pt1-PgH3707-4-869,"['yield additional', '30', 'seconds', 'puerto rico', 'gentlewoman']"
CREC-2023-07-19-pt1-PgH3707-4-870,"['thank', 'urge', 'support underlying', 'colleagues', 'en bloc']"
CREC-2023-07-19-pt1-PgH3707-4-871,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3707-4-872,"['believe commonsense amendment', 'closing', 'speaker appeal approval', 'closing appeal colleagues', 'amendment pilot program']"
CREC-2023-07-19-pt1-PgH3707-4-873,"['milcon budget passed', 'oppose amendment', 'amendment yield balance', 'establish aam infrastructure', 'grant program 100']"
CREC-2023-07-19-pt1-PgH3707-4-876,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3707-4-880,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3707-4-885,"['park service request', 'reason faa independent', 'faa obligation make', 'agency agencies include', 'notam requests agencies']"
CREC-2023-07-19-pt1-PgH3707-4-886,"['rise', 'filed', 'issa', 'opposition amendment filed']"
CREC-2023-07-19-pt1-PgH3707-4-888,"['increase airspace awareness', 'know notam outage', 'process notams issued', 'creates requiring faa', 'pilots safe amendment']"
CREC-2023-07-19-pt1-PgH3707-4-889,"['military staff duty', 'prohibit delegation way', 'makes judgment behalf', 'notam asked amendment', 'commanding officer level']"
CREC-2023-07-19-pt1-PgH3707-4-890,"['time', 'inquire', 'remaining', 'inquire time', 'time remaining']"
CREC-2023-07-19-pt1-PgH3707-4-892,"['amendment reserve', 'single notam faa', 'faa overburdened work', 'reasons opposing amendment', 'amendment conflict recommendations']"
CREC-2023-07-19-pt1-PgH3707-4-893,"['outside agencies', 'tennessee majority faa', 'embarrass faa asking', 'closing airspace light', 'notams affected amendment']"
CREC-2023-07-19-pt1-PgH3707-4-894,"['mr speaker ask', 'vote yield balance', '40 love', 'adversary', 'issa']"
CREC-2023-07-19-pt1-PgH3707-4-897,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-2,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-8,"['request prevent drones', 'food security national', 'warn america agriculture', 'restrictions drone flights', 'amendment help safeguard']"
CREC-2023-07-19-pt1-PgH3823-2-9,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-11,"['inhibit amendment rights', 'facilities possibly endangering', 'meat processing facilities', 'reason animal agriculture', 'sites faa restrict']"
CREC-2023-07-19-pt1-PgH3823-2-12,"['production facilities applies', 'house vote amendment', 'percent food production', 'amendment structured written', 'agriculture national security']"
CREC-2023-07-19-pt1-PgH3823-2-13,"['vote looks', 'previous argument protecting', 'amendment', 'protecting public safety', 'alamo continue voice']"
CREC-2023-07-19-pt1-PgH3823-2-16,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-19,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-24,"['delayed flight better', 'information cause cancellation', 'causes canceled', 'canceled flights rules', 'airlines report delayed']"
CREC-2023-07-19-pt1-PgH3823-2-25,"['claim time', 'kean individual', 'district ranking member', 'member aviation', 'opposition amendment offered']"
CREC-2023-07-19-pt1-PgH3823-2-27,"['airlines requirements report', 'inform airline safety', 'reporting time', 'mass flight cancellations', 'report delays covid']"
CREC-2023-07-19-pt1-PgH3823-2-28,"['policymakers members congress', 'scope transparency ensures', 'ensures traveling', 'bipartisan nature actually', 'earlier amendment']"
CREC-2023-07-19-pt1-PgH3823-2-29,"['reiterate', 'opposition', 'vote']"
CREC-2023-07-19-pt1-PgH3823-2-30,"['time', 'yield', 'yield balance', 'balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3823-2-33,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-36,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-41,"['decide lease private', 'aircraft right amendment', 'leases entities want', 'firefighters way suppression', 'capabilities existing wildfire']"
CREC-2023-07-19-pt1-PgH3823-2-42,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-44,"['congress writing safety', 'firefighters manufacturers follow', 'transport firefighters wildfire', 'faa issue interim', 'restricted category aircraft']"
CREC-2023-07-19-pt1-PgH3823-2-45,"['contract considered public', 'safety transporting personnel', 'day longer contract', 'aircraft fully certified', 'afford aircraft going']"
CREC-2023-07-19-pt1-PgH3823-2-46,"['let colleague mind', 'roll mr speaker', 'oppose', 'rest don intend', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-47,"['colleague tennessee mentioned', 'say friendlier discussion', '40', 'love pick love', 'mr issa 40']"
CREC-2023-07-19-pt1-PgH3823-2-52,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-56,"['program emergency', 'airline deregulation', 'west subsidized service', 'regional airports essential', 'medical evacuations solely']"
CREC-2023-07-19-pt1-PgH3823-2-57,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-59,"['yield', 'graves', 'missouri', 'chair committee', 'minute gentleman']"
CREC-2023-07-19-pt1-PgH3823-2-60,"['connected national air', 'reforms secure program', 'ballooning costs eas', 'cost saving reforms', 'eas airport']"
CREC-2023-07-19-pt1-PgH3823-2-61,"['mr', 'yield', 'cohen', 'tennessee', 'minute']"
CREC-2023-07-19-pt1-PgH3823-2-62,"['alaskans rely', 'level air service', 'essential air service', 'oppose amendment', 'reform repeal looking']"
CREC-2023-07-19-pt1-PgH3823-2-63,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3823-2-64,"['mr', 'yield', 'pennsylvania', 'perry', 'minute']"
CREC-2023-07-19-pt1-PgH3823-2-65,"['viable subsidized really', 'subsidies include funding', 'funding leisure', 'subsidizes routes', 'pilot shortage mechanic']"
CREC-2023-07-19-pt1-PgH3823-2-66,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3823-2-67,"['mr', 'yield', 'pennsylvania', 'smucker', 'minute']"
CREC-2023-07-19-pt1-PgH3823-2-68,"['intent author amendment', 'eas eligibility disconnect', 'pittsburgh major airports', 'wasteful government programs', 'lancaster airport service']"
CREC-2023-07-19-pt1-PgH3823-2-69,"['yield', 'mr', 'stauber', 'minnesota', 'minute gentleman']"
CREC-2023-07-19-pt1-PgH3823-2-70,"['opportunity rural constituents', 'flight hibbing minnesota', 'economies local airports', 'california rural districts', 'ensures flyover country']"
CREC-2023-07-19-pt1-PgH3823-2-71,"['pay taxes', 'amendments happen republican', 'economy government presented', 'tickets subsidized air', 'graves promised reforms']"
CREC-2023-07-19-pt1-PgH3823-2-72,"['inquire', 'time', 'opposition', 'time remains opposition']"
CREC-2023-07-19-pt1-PgH3823-2-74,"['aviation infrastructure', 'essential infrastructure necessary', 'national commitment infrastructure', 'interstate does mean', 'exclusively portion interstate']"
CREC-2023-07-19-pt1-PgH3823-2-77,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-80,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-86,"['faa biden', 'private faa jet', 'amendment', 'flights taxpayers deserve', 'support amendment secretary']"
CREC-2023-07-19-pt1-PgH3823-2-87,"['opposition', 'respectfully', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-89,"['reauthorization gentlewoman amendment', 'issues faa dedicate', 'secretary buttigieg think', 'flight records secretary', 'transportation amendment senators']"
CREC-2023-07-19-pt1-PgH3823-2-90,"['adoption', 'balance time', 'urge', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-91,"['airlines closed', 'colleagues oppose amendment', 'didn secretary transportation', 'cancun trying think', 'amendment waste faa']"
CREC-2023-07-19-pt1-PgH3823-2-94,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-97,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-102,"['adoption amendment', 'constitution critical public', 'biden dei initiatives', 'roles air traffic', 'rise support amendment']"
CREC-2023-07-19-pt1-PgH3823-2-103,"['opposition', 'claim', 'time', 'claim time', 'time opposition']"
CREC-2023-07-19-pt1-PgH3823-2-105,"['used hire diversity', 'conduct dei training', 'education recruitment aviation', 'equity inclusion officials', 'workforce oppose amendment']"
CREC-2023-07-19-pt1-PgH3823-2-106,"['adoption', 'balance time', 'urge', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-107,"['just continue urge', 'asleep mr speaker', 'woke just', 'vote', 'vote don']"
CREC-2023-07-19-pt1-PgH3823-2-110,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-113,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-117,"['certifying pilots', 'delays scheduling', 'amendment wait', 'practical tests encountering', 'faa implement accountability']"
CREC-2023-07-19-pt1-PgH3823-2-118,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-120,"['appointments amendment', 'pilot testing oppose', 'schedule practical', 'faa does schedule', 'test amendment fails']"
CREC-2023-07-19-pt1-PgH3823-2-121,"['faa schedule exam', 'pilot license', 'characterization amendment', 'proficiency long takes', 'burdensome regulation student']"
CREC-2023-07-19-pt1-PgH3823-2-122,"['proposed regulations unnecessary', 'punish federal', '14 days scheduled', 'particular applicant schedule', 'test delay']"
CREC-2023-07-19-pt1-PgH3823-2-123,"['designated pilot examiner', 'speaker clear scheduling', 'year commonsense amendment', 'going ready applicant', 'weather going cooperate']"
CREC-2023-07-19-pt1-PgH3823-2-124,"['days determine weather', 'oppose amendment', 'make sure schedule', 'means schedule testing', 'need allow faa']"
CREC-2023-07-19-pt1-PgH3823-2-128,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-132,"['fuels remaining', 'takes lead aviation', 'fuel takes lead', 'develop alternative fuel', 'unleaded replacement aviation']"
CREC-2023-07-19-pt1-PgH3823-2-133,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-135,"['impacts leaded fuels', 'availability fuels public', 'faa requirements fuel', 'unleaded fuels airports', 'fuels amendment confusingly']"
CREC-2023-07-19-pt1-PgH3823-2-136,"['leaded fuel unleaded', 'standard consensus fuel', 'fuel emerges airports', 'infrastructure single fuel', 'fuel amendment allows']"
CREC-2023-07-19-pt1-PgH3823-2-137,"['obernolte suggests', 'restrictive maybe', 'amendment mr speaker', 'continue oppose amendment', 'airport flexibility']"
CREC-2023-07-19-pt1-PgH3823-2-138,"['transition unleaded aviation', 'adoption amendment yield', 'aviation fuel option', 'assurances amendment clarifies', 'violation faa grant']"
CREC-2023-07-19-pt1-PgH3823-2-139,"['unfortunately read scribble', 'present eloquent rebuttal', 'companies', 'standards gentleman suggests', 'unleaded fuel meets']"
CREC-2023-07-19-pt1-PgH3823-2-142,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-145,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-149,"['social scope factors', 'woke considerations expanding', 'faa program expansion', 'speaker commonsense amendment', 'amendment strikes social']"
CREC-2023-07-19-pt1-PgH3823-2-150,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-152,"['drones inspect', 'social impacts unmanned', 'oppose amendment reserve', 'expansion faa program', 'reasons oppose amendment']"
CREC-2023-07-19-pt1-PgH3823-2-153,"['used woke agenda', 'agenda program expansion', 'faa aviation safety', 'commonsense amendment focuses', 'aviation medicine']"
CREC-2023-07-19-pt1-PgH3823-2-154,"['mr', 'yield time consume', 'larsen ranking', 'member committee', 'consume gentleman washington']"
CREC-2023-07-19-pt1-PgH3823-2-155,"['infrastructure united states', 'congress committees', 'rural areas ability', 'committee transportation', 'confused amendment exists']"
CREC-2023-07-19-pt1-PgH3823-2-156,"['adoption amendment', 'woke agenda yes', 'commonsense conservative right', 'fbi american citizens', 'door faa weaponized']"
CREC-2023-07-19-pt1-PgH3823-2-157,"['including word social', 'impacts studied program', 'introduced passed trump', 'talk wokeness talk', 'everybody anti woke']"
CREC-2023-07-19-pt1-PgH3823-2-161,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-164,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-168,"['impacts weather climate', 'cause turbulence', 'faa reauthorization section', 'amendment changes requirement', 'commonsense amendment urge']"
CREC-2023-07-19-pt1-PgH3823-2-169,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-171,"['june 2023 hottest', 'impacts turbulence noaa', 'shifts climate', 'turbulence noaa authority', 'administration ignore climate']"
CREC-2023-07-19-pt1-PgH3823-2-172,"['turbulence impacts flights', 'climate change blame', 'definition climate', 'duration flight turbulence', 'weather moment duration']"
CREC-2023-07-19-pt1-PgH3823-2-174,"['plan turbulence come', 'climate change ignore', 'turbulence need study', 'term weather patterns', 'long term weather']"
CREC-2023-07-19-pt1-PgH3823-2-175,"['weather patterns turbulence', 'woke ideologies slip', 'faa study', 'allow encourage faa', 'climate change going']"
CREC-2023-07-19-pt1-PgH3823-2-176,"['make things safer', 'reauthorization', 'forward doing faa', 'previous ignoring climate', 'study effects climate']"
CREC-2023-07-19-pt1-PgH3823-2-179,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-182,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-188,"['routes congress long', 'bipartisan amendment help', 'protectionist federal policy', 'benefiting airport airline', 'reagan airport']"
CREC-2023-07-19-pt1-PgH3823-2-189,"['opposition', 'claim', 'time', 'claim time', 'time opposition']"
CREC-2023-07-19-pt1-PgH3823-2-191,"['yield', 'mr', 'virginia', 'beyer', 'minute gentleman']"
CREC-2023-07-19-pt1-PgH3823-2-192,"['capacity busiest runway', 'percent flights hour', 'true amendment', 'dca use reagan', 'lower ticket prices']"
CREC-2023-07-19-pt1-PgH3823-2-193,"['mr', 'yield', 'georgia', 'johnson', 'minute']"
CREC-2023-07-19-pt1-PgH3823-2-194,"['washington allow families', 'amendment simply increase', 'reagan national airport', 'oppose reasons airlines', 'flight departures reagan']"
CREC-2023-07-19-pt1-PgH3823-2-195,"['yield', 'norton', 'columbia ms', 'minute', 'gentlewoman']"
CREC-2023-07-19-pt1-PgH3823-2-196,"['reagan national dulles', 'airport national airport', 'viability national dulles', 'amendment increase safety', 'metropolitan washington airports']"
CREC-2023-07-19-pt1-PgH3823-2-197,"['mr', 'yield', 'texas', 'cuellar', 'minute']"
CREC-2023-07-19-pt1-PgH3823-2-198,"['thank texas delegation', 'antonio direct flights', 'military town usa', 'antonio trains soldiers', 'million san antonio']"
CREC-2023-07-19-pt1-PgH3823-2-199,"['mr', 'yield', 'bost', 'illinois', 'minute gentleman']"
CREC-2023-07-19-pt1-PgH3823-2-200,"['runway dca', 'airside capacity reagan', 'existing congestion limited', 'resources dca time', 'requirement additional flights']"
CREC-2023-07-19-pt1-PgH3823-2-201,"['mr', 'yield', 'texas', 'roy', 'minute']"
CREC-2023-07-19-pt1-PgH3823-2-202,"['competition seven airlines', 'disrupt flights', 'friends san antonio', 'antonio delegation standing', 'flight austin exempted']"
CREC-2023-07-19-pt1-PgH3823-2-204,"['mr', 'yield', 'virginia', 'minute', 'wittman']"
CREC-2023-07-19-pt1-PgH3823-2-205,"['reagan national airport', 'airports racket racket', 'amendment hinder', 'opposition amendment racket', 'fewer flights virginia']"
CREC-2023-07-19-pt1-PgH3823-2-206,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3823-2-207,"['30', 'yield', 'seconds', 'castro', 'gentleman texas mr']"
CREC-2023-07-19-pt1-PgH3823-2-208,"['3935 city san', 'antonio known military', 'support amendment support', 'military city usa', 'urge congress']"
CREC-2023-07-19-pt1-PgH3823-2-209,"['time', 'inquire', 'inquire time', 'remaining', 'time remaining']"
CREC-2023-07-19-pt1-PgH3823-2-211,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3823-2-212,"['mr', 'seconds', 'yield 30', 'moore', 'utah']"
CREC-2023-07-19-pt1-PgH3823-2-213,"['conservative principles able', 'things different 1966', 'speaker amendment doing', 'overregulated approach citizens', 'adding seven flights']"
CREC-2023-07-19-pt1-PgH3823-2-215,"['safety issue', 'safety', 'issue']"
CREC-2023-07-19-pt1-PgH3823-2-217,"['playing let', 'free', 'simply special interests', 'market decide']"
CREC-2023-07-19-pt1-PgH3823-2-219,"['time', 'yield', 'yield balance', 'balance', 'balance time']"
CREC-2023-07-19-pt1-PgH3823-2-220,"['committee order floor', 'balance time close', 'supply runway dca', 'bipartisan support expected', 'debate let house']"
CREC-2023-07-19-pt1-PgH3823-2-221,"['fairfax county airports', 'dulles international airport', 'reckless amendment adopted', 'delays worse amendment', 'increase delays national']"
CREC-2023-07-19-pt1-PgH3823-2-224,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-227,"['amendment desk', 'amendment', 'desk']"
CREC-2023-07-19-pt1-PgH3823-2-231,"['improve fuel efficiency', 'called sustainable aviation', 'greenhouse gas emissions', 'projects funded private', 'alternative jet fuels']"
CREC-2023-07-19-pt1-PgH3823-2-232,"['opposition', 'claim', 'time', 'claim time', 'amendment']"
CREC-2023-07-19-pt1-PgH3823-2-234,"['oppose amendment let', 'innovation', 'just amendment pulling', 'field important faa', 'requirement faa administrator']"
CREC-2023-07-19-pt1-PgH3823-2-235,"['fuel jet fuel', 'biofuels petroleum based', 'fuel costs', 'clean reduced emissions', 'reduced emissions countries']"
CREC-2023-07-19-pt1-PgH3823-2-236,"['use new fuels', 'participate race cleen', 'taxpayer investment cleen', 'race ensuring federal', 'fuel efficiency aviation']"
CREC-2023-07-19-pt1-PgH3823-2-237,"['inquire', 'time', 'inquire time', 'remaining', 'time remaining']"
CREC-2023-07-19-pt1-PgH3823-2-239,"['race federal government', 'biofuel feedstocks', 'fuel aircraft instead', 'climate smart agriculture', 'does absurd policy']"
CREC-2023-07-19-pt1-PgH3823-2-240,"['innovation aviation', '1969', 'did america did', 'moon exactly', 'viable private sector']"
CREC-2023-07-19-pt1-PgH3823-2-243,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-07-19-pt1-PgH3823-2-246,"['amendment desk', 'amendment', 'desk']"
