speech_id,keybert_keywords
CREC-2023-03-01-pt1-PgH976-4-87,"['inflation rate', 'jobs president biden', 'economy work american', 'brought trump unemployment', 'bringing soaring inflation']"
CREC-2023-03-01-pt1-PgH976-4-88,"['balance time', 'urge', 'colleagues support', 'amendment']"
CREC-2023-03-01-pt1-PgH976-4-100,"['125', 'rollcall', 'present voted', 'aye', 'delayed meeting']"
CREC-2023-03-01-pt1-PgH976-4-101,"['present voted', 'offered mrs boebert', 'aye rollcall 125', 'amendment', 'unavoidably detained']"
CREC-2023-03-01-pt1-PgH976-4-111,"['aye rollcall', 'amendment offered ms', '126 amendment', 'vote present voted', 'card did register']"
CREC-2023-03-01-pt1-PgH976-4-130,"['128', 'voted', 'rollcall', 'present voted rollcall']"
CREC-2023-03-01-pt1-PgH976-4-131,"['128', 'voted', 'rollcall', 'present voted rollcall']"
CREC-2023-03-01-pt1-PgH976-4-151,"['130', 'aye', 'present voted', 'rollcall']"
CREC-2023-03-01-pt1-PgH976-4-157,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-03-01-pt1-PgH976-4-164,"['131 stated', 'present voted', 'aye', 'regrettably missed', 'rollcall']"
CREC-2023-03-01-pt1-PgH976-4-165,"['131', 'voted', 'rollcall', 'present voted rollcall']"
CREC-2023-03-01-pt1-PgH976-4-167,"['127 aye rollcall', 'rollcall 125 aye', 'present voted', 'vote', 'protocols unable vote']"
CREC-2023-03-01-pt1-PgS612-0,"['consideration', 'consent', 'ask unanimous', '619 desk', 'senate proceed immediate']"
CREC-2023-03-01-pt1-PgS612-4,"['reconsider considered laid', 'passed motion', 'considered read time', 'consent', 'ask unanimous']"
CREC-2023-03-02-pt1-PgS640-3-0,"['desk', 'immediate', '645', 'consent']"
CREC-2023-03-02-pt1-PgS640-3-4,['considered read']
CREC-2023-03-02-pt1-PgS640-3-6,"['know debate', 'debate', 'know']"
CREC-2023-03-02-pt1-PgS640-3-12,"['table', 'intervening', 'reconsider']"
CREC-2023-03-03-pt1-PgE174-2-2,"['union policies strengthening', 'pro act targets', 'pro act congress', 'right workers organize', 'worker rights protected']"
CREC-2023-03-07-pt1-PgE187-2-2,"['bureau', 'snow', 'indigenous', 'feinstein', 'ridge']"
CREC-2023-03-07-pt1-PgE189-3-2,"['oversight responsibility tsp', 'investment board inspector', 'private sector 401', 'thrift savings plan', 'introduce federal retirement']"
CREC-2023-03-07-pt1-PgH1125-0,"['suspend rules pass', 'waste treatment systems', 'facilities purposes amended', 'secretary veterans', 'regulated medical']"
CREC-2023-03-07-pt1-PgH1125-10,"['members legislative', 'ask unanimous', 'remarks 753', 'ask unanimous consent', 'days revise extend']"
CREC-2023-03-07-pt1-PgH1125-13,"['waste management fall', 'ship medical waste', 'veterans deserve safest', 'amended va cost', 'congress require va']"
CREC-2023-03-07-pt1-PgH1125-14,"['waste precautions taken', 'systems va facilities', 'treatment systems va', 'untreated medical waste', 'site regulated medical']"
CREC-2023-03-07-pt1-PgH1125-15,"['balance time', 'legislation', 'encourage members support']"
CREC-2023-03-07-pt1-PgH1125-19,"['demand', 'yeas', 'nays', 'demand yeas', 'yeas nays']"
CREC-2023-03-07-pt1-PgH1126-0,"['reimbursement emergency', 'suspend rules', 'veterans receive', 'program purposes amended', 'amend title 38']"
CREC-2023-03-07-pt1-PgH1126-9,"['days revise', 'members legislative', 'extend remarks', 'ask unanimous consent', '815 amended']"
CREC-2023-03-07-pt1-PgH1126-12,"['va reimbursement 60', 'congress ensure veterans', 'veterans emergency', 'inactive veteran patients', 'extending va reimbursement']"
CREC-2023-03-07-pt1-PgH1126-13,"['veterans experiencing acute', 'emergency care community', 'va healthcare benefits', 'condition veteran enrolled', 'cover emergency care']"
CREC-2023-03-07-pt1-PgH1126-14,"['yield', 'washington', 'minute', 'gentlewoman', 'mrs rodgers']"
CREC-2023-03-07-pt1-PgH1126-15,"['emergency coverage grateful', 'va appointment heart', 'support relieve act', 'va refused pay', 'veterans time establish']"
CREC-2023-03-07-pt1-PgH1126-16,"['assistance memorial affairs', 'new hampshire', 'yield minutes gentleman', 'ranking member disability', 'mr pappas']"
CREC-2023-03-07-pt1-PgH1126-17,"['enrolled va care', 'gaps common veterans', 'veterans heard constituents', 'va cover care', 'debt veterans need']"
CREC-2023-03-07-pt1-PgH1126-18,"['yield', 'good friend', 'michigan', 'minutes', 'mr bergman good']"
CREC-2023-03-07-pt1-PgH1126-19,"['veterans 60 day', 'healthcare va community', 'improve veteran access', 'takes month veterans', 'va care priorities']"
CREC-2023-03-07-pt1-PgH1126-20,"['speakers closing let', 'favorite song', 'mr speaker yield', 'mitchell concert stand', 'yellow taxi']"
CREC-2023-03-07-pt1-PgH1126-21,"['balance time', 'legislation', 'encourage members support']"
CREC-2023-03-07-pt1-PgH1127-0,"['certain records purposes', 'title 38', 'allow electronic request', 'suspend rules', '1226 amend']"
CREC-2023-03-07-pt1-PgH1127-12,"['extend remarks', '1226', 'members legislative', 'days revise extend', 'ask unanimous consent']"
CREC-2023-03-07-pt1-PgH1127-15,"['increasing concerns veterans', 'request copy va', 'va records timely', 'educate veterans predatory', 'va claims file']"
CREC-2023-03-07-pt1-PgH1127-16,"['process help veterans', 'enable claimant representative', 'records requests', 'warrior access act', 'known foia privacy']"
CREC-2023-03-07-pt1-PgH1127-17,"['time', 'reserve balance', 'balance time', 'speakers', 'speakers reserve']"
CREC-2023-03-07-pt1-PgH1127-18,"['california', 'friend serves house', 'house appropriations committee', 'mr aguilar good', 'yield minutes']"
CREC-2023-03-07-pt1-PgH1127-19,"['veterans need', 'files claim benefits', 'file time congress', 'files access benefits', 'veterans trouble accessing']"
CREC-2023-03-07-pt1-PgH1127-20,"['access act yield', 'amended', 'ask colleagues join', 'passing 1226', 'wounded warrior']"
CREC-2023-03-07-pt1-PgH1127-21,"['speaker yield', 'balance time', 'support', 'encourage colleagues']"
CREC-2023-03-07-pt1-PgH1127-25,"['demand', 'yeas', 'nays', 'demand yeas', 'yeas nays']"
CREC-2023-03-07-pt1-PgH1128-0,"['submit', '1123', 'networks', 'suspend']"
CREC-2023-03-07-pt1-PgH1128-7,"['extraneous', 'days', 'unanimous', 'legislative']"
CREC-2023-03-07-pt1-PgH1128-10,"['safe', 'wireless', 'bipartisan', 'policymaking', 'cyberattacks']"
CREC-2023-03-07-pt1-PgH1128-11,"['bipartisan', 'conduct', 'ntia', '2g', 'vulnerabilities']"
CREC-2023-03-07-pt1-PgH1128-12,"['yield', 'cammack', 'minutes', 'florida', 'gentlewoman']"
CREC-2023-03-07-pt1-PgH1128-13,"['informing', 'vulnerabilities', 'mobile', 'congress', 'cyberattacks']"
CREC-2023-03-07-pt1-PgH1128-14,"['ensure', 'decreasing', 'bipartisan', 'cyberattacks']"
CREC-2023-03-07-pt1-PgH1128-18,"['yeas nays', 'yeas', 'demand']"
CREC-2023-03-07-pt1-PgH1132-2-8,"['133', 'yea', 'illness', 'rollcall', 'unable']"
CREC-2023-03-08-pt1-PgE193-4-2,"['inform vote states', 'introduced vote home', 'voter registration legislation', 'home ballot november', 'vote mail act']"
CREC-2023-03-08-pt1-PgH1161-4-2,"['house', 'resolution', '199', 'direction committee rules', 'ask immediate consideration']"
CREC-2023-03-08-pt1-PgH1161-4-5,"['gentleman massachusetts mr', 'consideration resolution time', 'purpose debate yield', '30 minutes', 'general leave']"
CREC-2023-03-08-pt1-PgH1161-4-6,"['days', 'revise extend', 'consent', 'members legislative', 'ask unanimous']"
CREC-2023-03-08-pt1-PgH1161-4-9,"['placed desk', 'consent', 'pending resolution', 'ask unanimous', 'amendment']"
CREC-2023-03-08-pt1-PgH1161-4-15,"['member committee oversight', 'hour debate equally', 'provides consideration 619', 'closed rule hour', 'vote potential veto']"
CREC-2023-03-08-pt1-PgH1161-4-16,"['syria body house', 'congress speak debate', 'representatives congress ought', 'uniform syria', 'authorization use military']"
CREC-2023-03-08-pt1-PgH1161-4-17,"['mccarthy promised open', 'reported rule bills', 'rules committee conscience', 'mean closed rules', 'rule democratic amendments']"
CREC-2023-03-08-pt1-PgH1161-4-18,"['called protecting speech', 'censored sharing news', 'fbi censored', 'speech government interference', 'censorship erode americans']"
CREC-2023-03-08-pt1-PgH1161-4-19,"['prevent illness death', 'insert record usa', 'vaccines primarily designed', 'titled fact check', 'ask unanimous consent']"
CREC-2023-03-08-pt1-PgH1161-4-22,"['ex twitter execs', 'hunter biden story', 'ask unanimous', 'insert record ap', 'deny pressure block']"
CREC-2023-03-08-pt1-PgH1161-4-25,"['just republican conspiracy', 'train safety rule', 'telling suppress unfortunately', 'roll obama oil', 'twitter saying']"
CREC-2023-03-08-pt1-PgH1161-4-28,"['trump administration rolled', 'kentucky problem releasing', 'train safety', 'record extraneous material', 'propaganda deliberately distorting']"
CREC-2023-03-08-pt1-PgH1161-4-31,"['vital programs short', 'giving republicans chance', 'medicare benefits mr', 'social security', 'demand reckless cuts']"
CREC-2023-03-08-pt1-PgH1161-4-32,"['reforming social security', 'successes social security', 'poverty rate alaska', 'alaskans stay poverty', 'social security elderly']"
CREC-2023-03-08-pt1-PgH1161-4-33,"['mr', 'langworthy', 'new york', 'yield minutes']"
CREC-2023-03-08-pt1-PgH1161-4-34,"['wotus rule impact', 'overreaching new waters', 'farmers case farmers', 'violated epa', 'unleashes federal regulatory']"
CREC-2023-03-08-pt1-PgH1161-4-35,"['represent lot farmers', 'things farmers worried', 'farmers represent district', 'farmers worried climate', 'want lectured farms']"
CREC-2023-03-08-pt1-PgH1161-4-36,"['consent', 'include record article', 'experts debunked marty', 'covid', 'speaker ask unanimous']"
CREC-2023-03-08-pt1-PgH1161-4-40,"['wuhan lab', 'virus manipulated originated', 'leak pandemic dr', 'searches lab leak', 'referenced misinformation covid']"
CREC-2023-03-08-pt1-PgH1161-4-41,"['spoke president xi', 'coronavirus united', 'president xi working', 'trump praised china', 'coronavirus united states']"
CREC-2023-03-08-pt1-PgH1161-4-44,"['reaction coronavirus think', 'grateful president', 'today hopefully bipartisan', 'make investigation declassified', 'china peak']"
CREC-2023-03-08-pt1-PgH1161-4-45,"['applaud tucker carlson', 'upset videos released', 'covered resolution democrats', 'carlson released monday', 'releasing information videos']"
CREC-2023-03-08-pt1-PgH1161-4-46,"['happened january', 'tell general public', 'access', 'released maybe', 'gentleman said tapes']"
CREC-2023-03-08-pt1-PgH1161-4-47,"['gentleman yield', 'yield', 'gentleman']"
CREC-2023-03-08-pt1-PgH1161-4-48,"['yield gentleman', 'gentleman', 'yield']"
CREC-2023-03-08-pt1-PgH1161-4-49,"['said released', 'released', 'said']"
CREC-2023-03-08-pt1-PgH1161-4-50,"['tapes released person', 'conclusions january attack', 'listen capitol police', 'officers helped rioters', 'false allegation officers']"
CREC-2023-03-08-pt1-PgH1161-4-51,"['like favor tapes', 'gentleman review transcript', 'videotapes hear democrats', 'tucker carlson released', 'releasing tapes instead']"
CREC-2023-03-08-pt1-PgH1161-4-52,"['speaker gentleman says', 'releasing tapes long', 'offensive capitol police', 'january conforms tucker', 'carlson aired destroyed']"
CREC-2023-03-08-pt1-PgH1161-4-53,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-08-pt1-PgH1161-4-54,"['inquire', 'time', 'inquire time', 'remaining', 'time remaining']"
CREC-2023-03-08-pt1-PgH1161-4-56,"['unconscionable refreshing republicans', 'republican complicit fox', 'stuff republicans chasing', 'democrats passed bills', 'congress right agenda']"
CREC-2023-03-08-pt1-PgH1161-4-57,"['transparency getting subject', 'resolves disputes legislative', 'subsequent legislation repeal', 'percent believe tapes', 'tapes released']"
CREC-2023-03-08-pt1-PgH1161-4-59,"['time', 'balance time previous', 'amended', 'question resolution']"
CREC-2023-03-08-pt1-PgH1161-4-62,"['demand', 'yeas', 'nays', 'demand yeas', 'yeas nays']"
CREC-2023-03-08-pt1-PgH1161-4-69,"['134', 'yea', 'rollcall', 'voted yea']"
CREC-2023-03-08-pt1-PgH1161-4-72,"['demand', 'recorded', 'demand recorded', 'vote', 'recorded vote']"
CREC-2023-03-08-pt1-PgH1161-4-80,"['aye', '135 agreeing', 'present voted', 'rollcall', 'resolution amended']"
CREC-2023-03-08-pt1-PgH1196-12,"['recorded vote', 'aye', 'amendment offered ms', 'unions oppose', 'oppose perry foxx']"
CREC-2023-03-08-pt1-PgH1196-23,"['137 nay', 'nay', 'unable present today', 'present voted', 'nay rollcall']"
CREC-2023-03-08-pt1-PgH1196-24,"['committee rise', 'committee', 'rise']"
CREC-2023-03-08-pt1-PgS680-5-0,"['res 26', 'proceed res', 'proceed']"
CREC-2023-03-08-pt1-PgS680-5-6,"['today', 'yield', 'robust', 'debate']"
CREC-2023-03-08-pt1-PgS680-5-8,"['improvements', 'mayor', 'enforcing', 'biden', 'tennessee']"
CREC-2023-03-08-pt1-PgS680-5-10,"['democratic', 'safety', 'lawlessness', 'protect', 'mississippi']"
CREC-2023-03-08-pt1-PgS680-5-12,"['abolishing', 'penalties', 'washington', 'mayor', 'carjackings']"
CREC-2023-03-08-pt1-PgS680-5-14,"['firearm', 'dc', 'carjackings', 'perpetrators', 'bipartisan']"
CREC-2023-03-08-pt1-PgS680-5-16,"['thank', 'republican']"
CREC-2023-03-08-pt1-PgS680-5-18,"['mayor', 'homicides', 'protect', 'policy', 'trafficking']"
CREC-2023-03-08-pt1-PgS680-5-20,"['abolishing', 'prosecute', 'mayor', 'carjackings', 'dc']"
CREC-2023-03-08-pt1-PgS680-5-22,"['legislation', 'virginia', 'constitution', 'residents', 'capital']"
CREC-2023-03-08-pt1-PgS680-5-24,"['robberies', 'reform', 'council', 'constitution', 'district']"
CREC-2023-03-08-pt1-PgS680-5-26,"['thank', 'yield', 'colleague', 'nebraska', 'legislation']"
CREC-2023-03-08-pt1-PgS680-5-28,"['fled', 'floor', 'union', 'people', 'carjacking']"
CREC-2023-03-08-pt1-PgS680-5-30,"['safer', 'cities', 'victims', 'carjack', 'dc']"
CREC-2023-03-08-pt1-PgS680-5-32,"['dc', 'carjackings', 'policies', 'safer', 'senate']"
CREC-2023-03-08-pt1-PgS680-5-34,"['safety', 'prosecute', 'assaults', 'legislation', 'carjackings']"
CREC-2023-03-08-pt1-PgS680-5-36,"['safer', 'columbia', 'legislation', 'robbery', 'mayor']"
CREC-2023-03-08-pt1-PgS680-5-38,['joined']
CREC-2023-03-08-pt1-PgS680-5-40,"['vehicles', 'democrats', 'robbery', 'hijacking', 'washington']"
CREC-2023-03-08-pt1-PgS680-5-42,"['right object', 'reserving', 'right']"
CREC-2023-03-08-pt1-PgS680-5-44,"['carjackers', 'committee', 'amendment', 'sentencing', 'bipartisan']"
CREC-2023-03-08-pt1-PgS680-5-46,"['committing', 'lock', 'advocacy', 'cars', 'bipartisan']"
CREC-2023-03-08-pt1-PgS680-5-48,"['determination', 'federal', 'mayor', 'columbia', 'governance']"
CREC-2023-03-08-pt1-PgS680-5-50,"['states', 'nonpartisan', 'taxation', 'mayor', 'dc']"
CREC-2023-03-08-pt1-PgS680-5-52,"['audits', 'danny', 'tax', 'nominee', 'werfel']"
CREC-2023-03-08-pt1-PgS680-5-55,"['consent', 'rescinded', 'unanimous', 'quorum']"
CREC-2023-03-08-pt1-PgS680-5-57,"['cia', 'nominee', 'alabama', 'flag', 'promotions']"
CREC-2023-03-08-pt1-PgS680-5-59,"['lawmakers', 'policy', 'nominees', 'dod', 'abortion']"
CREC-2023-03-08-pt1-PgS680-5-61,"['dissenting', 'flag', 'officers', 'alabama', 'campaign']"
CREC-2023-03-08-pt1-PgS680-5-63,"['taxpayers', 'pentagon']"
CREC-2023-03-08-pt1-PgS680-5-65,"['regulations', 'servicemembers', 'dod', 'lasik', 'abortion']"
CREC-2023-03-08-pt1-PgS680-5-67,"['alabama', 'nato', 'german', 'supporting', 'gdp']"
CREC-2023-03-08-pt1-PgS680-5-69,"['debate', 'healthcare', 'conceive', 'erica', 'miscarriage']"
CREC-2023-03-08-pt1-PgS680-5-71,"['baldwin', 'politicians', 'precedent', 'reproductive', 'healthcare']"
CREC-2023-03-08-pt1-PgS680-5-73,"['pregnancy', 'wade', 'bipartisan', 'contraception', 'rights']"
CREC-2023-03-08-pt1-PgS680-5-75,"['spokane', 'overturned', 'washingtonians', 'policies', 'pregnant']"
CREC-2023-03-08-pt1-PgS680-5-77,"['representative', 'funding', 'protecting', 'pregnant', 'hampshire']"
CREC-2023-03-08-pt1-PgS680-5-79,"['judges', 'protect', 'health', 'measure', 'roe']"
CREC-2023-03-08-pt1-PgS680-5-81,"['wade', 'agenda', 'senators', 'liberties', 'roe']"
CREC-2023-03-08-pt1-PgS680-5-83,"['harmful', 'judgment', 'radical', 'committees', 'schumer']"
CREC-2023-03-08-pt1-PgS680-5-85,"['roe', 'baldwin', 'reproductive', 'politicians', 'freedoms']"
CREC-2023-03-08-pt1-PgS680-5-87,"['appointments', 'constitution', 'mortality', 'women', 'republican']"
CREC-2023-03-08-pt1-PgS680-5-89,"['decisions', 'reproductive', 'privacy', 'republican', 'activists']"
CREC-2023-03-08-pt1-PgS680-5-91,"['decide', 'ideologically', 'contraception', 'freedoms', 'lawmakers']"
CREC-2023-03-08-pt1-PgS680-5-93,"['legislatures', 'roe', 'pregnancies', 'turnout', 'freedoms']"
CREC-2023-03-08-pt1-PgS680-5-95,"['pregnancy', 'restrictions', 'roe', 'nonpartisans', 'policymakers']"
CREC-2023-03-08-pt1-PgS680-5-96,"['delegation', 'taxes', 'delaware', 'disenfranchisement', 'columbia']"
CREC-2023-03-08-pt1-PgS680-5-98,"['accountability', 'violent', 'locks', 'dc', 'lawlessness']"
CREC-2023-03-08-pt1-PgS680-5-101,"['ask yeas', 'nays', 'yeas']"
CREC-2023-03-08-pt1-PgS680-5-103,"['pennsylvania', 'carper', 'announce', 'feinstein']"
CREC-2023-03-08-pt1-PgS680-5-104,"['following', 'idaho', 'risch']"
CREC-2023-03-08-pt1-PgS722-3-0,"['desk', 'immediate', '724', 'consent']"
CREC-2023-03-08-pt1-PgS722-3-4,"['table', 'intervening', 'reconsider']"
CREC-2023-03-09-pt1-PgE202-2-1,"['safety passed 140', 'speech government interference', 'republicans offering 140', 'republicans protect debunked', 'prohibit law enforcement']"
CREC-2023-03-09-pt1-PgE203-2,"['breaks subsidies', 'sustain shale development', 'gas tax', 'costs continued oil', 'subsidies act 2023']"
CREC-2023-03-09-pt1-PgH1219-4,"['amendment desk', 'amendment', 'desk']"
CREC-2023-03-09-pt1-PgH1219-8,"['censorship lawful', 'protecting speech', 'speech government interference', 'priority government censorship', 'obligations refrain censorship']"
CREC-2023-03-09-pt1-PgH1219-9,"['rise', 'opposition', 'rise opposition', 'amendment', 'opposition amendment']"
CREC-2023-03-09-pt1-PgH1219-11,"['speech freedoms american', 'protect american freedoms', 'oppose amendment oppose', 'amendment gentleman described', 'cyberattacks voting amendment']"
CREC-2023-03-09-pt1-PgH1219-12,"['ignorance bliss amendment', 'protecting speech', 'speaker comes censorship', 'amendment federal employees', 'vote yes amendment']"
CREC-2023-03-09-pt1-PgH1219-13,"['american public defending', 'ability federal law', 'interference amendment make', 'right free speech', 'opposed amendment rise']"
CREC-2023-03-09-pt1-PgH1219-17,"['amendment desk', 'amendment', 'desk']"
CREC-2023-03-09-pt1-PgH1219-22,"['government interference act', 'underlying protecting speech', 'sense congress inspectors', 'report annually amendment', 'amendment 10 140']"
CREC-2023-03-09-pt1-PgH1219-23,"['rise', 'opposition', 'rise opposition', 'amendment', 'opposition amendment']"
CREC-2023-03-09-pt1-PgH1219-25,"['federal agencies ask', 'inspectors general conduct', 'file lengthy report', 'believe amendment dangerous', 'congress wait 72']"
CREC-2023-03-09-pt1-PgH1219-26,"['balance time', 'close', 'close reserve balance', 'speakers prepared']"
CREC-2023-03-09-pt1-PgH1219-27,"['amendment adds', 'proposition deeply dangerous', 'hamstring federal officials', 'speech censorship fact', 'make difficult federal']"
CREC-2023-03-09-pt1-PgH1219-28,"['10 members reaffirming', 'amendment underlying', 'government accountability amendment', 'urge members vote', 'voting yes']"
CREC-2023-03-09-pt1-PgH1219-29,"['requirements dangerous federal', 'gaslighting gaslighting act', 'gaslighting american', 'stand dangerous democracy', 'constitutional rights dangerous']"
CREC-2023-03-09-pt1-PgH1219-38,"['recommit', 'motion', 'desk', 'motion recommit', 'recommit desk']"
CREC-2023-03-09-pt1-PgH1219-43,"['demand', 'yeas', 'nays', 'demand yeas', 'yeas nays']"
CREC-2023-03-09-pt1-PgH1230-4-8,"['demand', 'yeas', 'nays', 'demand yeas', 'yeas nays']"
CREC-2023-03-09-pt1-PgS750-3-0,"['desk', 'immediate', '758', 'consent']"
CREC-2023-03-09-pt1-PgS750-3-3,"['table', 'motion', 'reconsider', 'consent']"
CREC-2023-03-10-pt1-PgE209-5-2,"['capital emerging businesses', 'small businesses emerging', 'emerging business act', 'contracts emerging business', 'emerging business encouragement']"
CREC-2023-03-10-pt1-PgH1255-0,"['199 619 require', 'house resolution', 'declassify information', 'relating origin covid', 'director national intelligence']"
CREC-2023-03-10-pt1-PgH1255-10,"['extend remarks insert', '619', 'ask unanimous', 'record extraneous material', 'legislative days']"
CREC-2023-03-10-pt1-PgH1255-13,"['pandemic wreaked havoc', 'covid 19 house', 'inform public covid', 'attributed virus covid', '19 pandemic including']"
CREC-2023-03-10-pt1-PgH1255-14,"['security covid 19', 'precise origins pandemic', 'national security covid', 'origins disease china', 'disease china approach']"
CREC-2023-03-10-pt1-PgH1255-15,"['speaker yield minutes', 'ranking member', 'thoughtful comments', 'garcia', 'gentleman california mr']"
CREC-2023-03-10-pt1-PgH1255-16,"['ramifications declassification process', 'hold china accountable', 'declassify data', 'accountable covid seek', 'political declassifying information']"
CREC-2023-03-10-pt1-PgH1255-17,"['yield minutes', 'bera member', 'gentleman california mr', 'pandemic', 'coronavirus']"
CREC-2023-03-10-pt1-PgH1255-18,"['looking pandemic preparedness', 'debating novel virus', 'pandemic colleague physician', 'impact pandemic', 'committee looking coronavirus']"
CREC-2023-03-10-pt1-PgH1255-19,"['yield', 'mr', 'crawford', 'minutes', 'arkansas']"
CREC-2023-03-10-pt1-PgH1255-20,"['suppressing truth china', 'coverup covid', 'regarding covid entry', 'virus important americans', 'select subcommittee coronavirus']"
CREC-2023-03-10-pt1-PgH1255-21,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-10-pt1-PgH1255-22,"['yield', 'mr', 'kelly', 'minutes', 'mississippi']"
CREC-2023-03-10-pt1-PgH1255-23,"['related origin covid', 'covid 19 need', 'pandemic transparency public', 'virus originated republican', 'inform virus originated']"
CREC-2023-03-10-pt1-PgH1255-24,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-10-pt1-PgH1255-25,"['yield', 'mr', 'georgia', 'minutes', 'austin scott']"
CREC-2023-03-10-pt1-PgH1255-26,"['2020 tested positive', 'surrounding origins virus', 'intelligence declassify information', 'covid 19 urge', 'national intelligence declassify']"
CREC-2023-03-10-pt1-PgH1255-27,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-10-pt1-PgH1255-28,"['yield', 'mr', 'stewart', 'minutes', 'utah']"
CREC-2023-03-10-pt1-PgH1255-29,"['wuhan lab', 'scientists thing american', 'source manufactured china', 'months pandemic briefing', 'pandemic point agencies']"
CREC-2023-03-10-pt1-PgH1255-30,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-10-pt1-PgH1255-31,"['select subcommittee origins', 'origins covid', 'covid important', 'speaker dr wenstrup', 'speaker appointed']"
CREC-2023-03-10-pt1-PgH1255-32,"['pandemic american people', 'subcommittee coronavirus pandemic', 'coronavirus pandemic work', 'know pandemic began', 'impact pandemic american']"
CREC-2023-03-10-pt1-PgH1255-33,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-10-pt1-PgH1255-34,"['mr', 'yield', 'north carolina', 'minutes', 'murphy']"
CREC-2023-03-10-pt1-PgH1255-35,"['wuhan lab', 'intelligence declassify information', 'virology origins covid', '2020 dr fauci', 'paper debunked']"
CREC-2023-03-10-pt1-PgH1255-36,"['pretty discussion ducks', 'intelligence council assess', 'accusations lying american', 'attributions motives really', 'theories citizens shouldn']"
CREC-2023-03-10-pt1-PgH1255-37,"['mr', 'yield', 'georgia', 'mccormick', 'minutes']"
CREC-2023-03-10-pt1-PgH1255-38,"['public opinion exposed', '1918 original flu', 'stop disease misunderstanding', 'seeing disease emergency', 'expose transparency declassified']"
CREC-2023-03-10-pt1-PgH1255-39,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-10-pt1-PgH1255-40,"['mr', 'yield', 'texas', 'minutes', 'pfluger']"
CREC-2023-03-10-pt1-PgH1255-41,"['conspiracy theorists lo', 'censored ostracized conspiracy', 'covid chose make', 'coronavirus', 'march 2020 coronavirus']"
CREC-2023-03-10-pt1-PgH1255-42,"['balance time', 'close', 'close reserve balance', 'speakers prepared']"
CREC-2023-03-10-pt1-PgH1255-43,"['government censorship iota', 'today transparency transparency', 'evidence reduce american', 'government chambers discredited', 'important bipartisan effort']"
CREC-2023-03-10-pt1-PgH1255-44,"['support 619', 'senate bipartisan', 'declassifying information importance', 'moving declassify information', 'concerning covid 19']"
CREC-2023-03-10-pt1-PgH1255-48,"['demand', 'yeas', 'nays', 'demand yeas', 'yeas nays']"
CREC-2023-03-10-pt1-PgH1255-53,"['district emergency unavoidably', 'voting', 'yea rollcall 143', 'today present voted', 'unavoidably detained']"
CREC-2023-03-10-pt1-PgH1255-54,"['619 present', 'rollcall', 'passage 619 present', 'conflict unable vote', 'voted yea']"
CREC-2023-03-10-pt1-PgH1255-55,"['rollcall', 'today', 'illness unable present', 'unable present', 'voted yea']"
CREC-2023-03-10-pt1-PgH1255-56,"['yea rollcall', 'congressional', 'yea rollcall 143', 'district today', 'votes present voted']"
CREC-2023-03-14-pt1-PgE214-2-2,"['history reinforce wage', 'fairness act help', 'pay gap prohibiting', 'step reducing wage', 'ethnicity setting wages']"
CREC-2023-03-14-pt1-PgE214-5-2,"['federal', 'interviews', 'minorities', 'disclosure', 'salaries']"
CREC-2023-03-21-pt1-PgE235-3-2,"['dangers', 'sarah', 'bicycling', 'pedestrians', 'infrastructure']"
CREC-2023-03-21-pt1-PgS840-2-0,"['proposed guardrails ensure', 'abusing chips', 'investing domestic chip', 'expand projects china', 'guardrails ensure chinese']"
CREC-2023-03-21-pt1-PgS840-0,"['republican', 'repealing', 'co2', 'droughts', 'proposal']"
CREC-2023-03-21-pt1-PgS847-3-0,"['congress office congressional', 'americans disabilities', 'workplace rights printed', 'biennial report', 'accommodations inspections 116th']"
CREC-2023-03-21-pt1-PgS875-3-0,"['medicaid talking program', 'medicaid explaining', 'sister haley wrote', 'start older sister', 'family start sisters']"
CREC-2023-03-21-pt1-PgS875-3-2,"['grateful affordable care', 'medicaid citizens did', 'difference health reform', 'aca witnessed need', 'cut congress aca']"
CREC-2023-03-21-pt1-PgS875-3-4,"['medicaid follow bipartisan', 'staters medicaid expansion', 'talk expanding medicaid', 'new hampshire medicaid', 'hampshire medicaid expansion']"
CREC-2023-03-21-pt1-PgS875-3-6,"['bipartisan support finance', 'hassan talked senator', 'american healthcare shifting', 'quality affordable health', 'senate passed medicaid']"
CREC-2023-03-22-pt1-PgH1311-0,"['pass 1159 amend', 'reviews updated reports', 'assurance act', 'suspend rules', 'state taiwan']"
CREC-2023-03-22-pt1-PgH1311-8,"['consent', 'extraneous material measure', 'members legislative', 'days revise extend', 'ask unanimous']"
CREC-2023-03-22-pt1-PgH1311-11,"['reunification taiwan core', 'engagement taiwan hiding', 'threatening sanction taiwanese', 'states engages taiwan', 'enable taiwan 2027']"
